slug,doi,journal,item_id,score,note
10-3390-aquacj5040020,10.3390/aquacj5040020,Aquaculture,proc_anaesthesia,NA,No invasive procedures performed; only morphological examination and dissociation of sponge tissue using nitric acid protocol.
10-3390-aquacj5040020,10.3390/aquacj5040020,Aquaculture,proc_biosecurity,N,"No discussion of containment, escape prevention, or disposal of sponge material post-examination despite non-native risk being discussed."
10-3390-aquacj5040020,10.3390/aquacj5040020,Aquaculture,ethics_review,Y,Explicitly states exemption from formal ethical review under CONCEA Normative Resolution 50 because sponges (Porifera) are not within Chordata/Vertebrata.
10-3390-aquacj5040020,10.3390/aquacj5040020,Aquaculture,ethics_statement,N,"No discussion of welfare considerations, the three Rs, or how study design addressed animal welfare. Only regulatory exemption stated."
10-3390-aquacj5040020,10.3390/aquacj5040020,Aquaculture,nutrition_diet,NA,"Not applicable; wild-collected specimens examined morphologically, not maintained in culture or fed."
10-3390-aquacj5040020,10.3390/aquacj5040020,Aquaculture,env_housing,N,"Specimens transported to laboratory but no description of housing conditions, duration of holding, or containment before processing."
10-3390-aquacj5040020,10.3390/aquacj5040020,Aquaculture,env_acclimation,N,No acclimation period described; specimens dried after collection and processed at laboratory.
10-3390-aquacj5040020,10.3390/aquacj5040020,Aquaculture,env_field,Y,"Field site detailed: Chavantes Reservoir, Paranapanema River, Brazil; described as accumulation-type hydroelectric reservoir with seasonal water-level fluctuations; collection from net cages and natur"
10-3390-aquacj5040020,10.3390/aquacj5040020,Aquaculture,health_monitoring,N,"No welfare checks, condition assessment, or disease/parasite screening performed on live specimens before processing."
10-3390-aquacj5040020,10.3390/aquacj5040020,Aquaculture,health_injury,N,"No mention of injuries, mortality, or unexpected deaths during collection, transport, or laboratory holding."
10-3390-aquacj5040020,10.3390/aquacj5040020,Aquaculture,fate_end,Y,"Specimens treated with 65% nitric acid (chemical disaggregation), centrifuged, washed, mounted in Entellan on microscope slides for morphological analysis. Final fate after examination not stated."
10-3390-aquacj5040020,10.3390/aquacj5040020,Aquaculture,behaviour_general,N,"No description of species-typical behaviour, habitat use, refugia, or social grouping observed or maintained."
10-3390-aquacj5040020,10.3390/aquacj5040020,Aquaculture,affect_indicators,N,"No assessment of behavioural or physiological stress indicators, or discussion of precautionary measures regarding sponge sentience/affective capacity."
10-3390-aquacj5040024,10.3390/aquacj5040024,Aquaculture,_eligibility,Y,"Empirical study using live mussels (Mytilus galloprovincialis, molluscs) subjected to air exposure experiments."
10-3390-aquacj5040024,10.3390/aquacj5040024,Aquaculture,subjects_taxon,Y,Mediterranean mussel Mytilus galloprovincialis identified; life stage (juveniles/adults) implied; sex not specified.
10-3390-aquacj5040024,10.3390/aquacj5040024,Aquaculture,subjects_source,Y,"Mussels from experimental mussel farm in Mar Piccolo, second inlet, Taranto; wild-collected origin implied via farm collection."
10-3390-aquacj5040024,10.3390/aquacj5040024,Aquaculture,subjects_n,Y,Before treatment: 40 individuals; per treatment post-exposure: 40 individuals × 8 treatments = 320 mussels total sampled.
10-3390-aquacj5040024,10.3390/aquacj5040024,Aquaculture,proc_handling,Y,"Mussels retrieved from experimental rooms, transported on boat loading floor, hung on facilities; gentle detachment from ropes to preserve byssus."
10-3390-aquacj5040024,10.3390/aquacj5040024,Aquaculture,proc_anaesthesia,NA,No invasive surgical procedures performed; mussels exposed to air and measured post-hoc; no anaesthesia/analgesia applicable.
10-3390-aquacj5040024,10.3390/aquacj5040024,Aquaculture,proc_biosecurity,NA,Native species in natural habitat; no captive holding away from ecosystem; not applicable to this field-based farm study design.
10-3390-aquacj5040024,10.3390/aquacj5040024,Aquaculture,ethics_review,Y,Institutional Review Board Statement: ethical approval waived per Italian Legislative Decree 26/2014 for invertebrate research; informed consent obtained from farm owner.
10-3390-aquacj5040024,10.3390/aquacj5040024,Aquaculture,ethics_endpoints,N,No predefined humane endpoints stated; no discussion of anticipated non-target impacts or mortality monitoring criteria.
10-3390-aquacj5040024,10.3390/aquacj5040024,Aquaculture,ethics_statement,N,"No statement engaging welfare considerations or three Rs; ethics section only cites regulatory waiver, not welfare reasoning."
10-3390-aquacj5040024,10.3390/aquacj5040024,Aquaculture,nutrition_diet,N,"No diet, feeding, fasting, or water provision information provided; mussels are filter-feeders in situ but no experimental diet described."
10-3390-aquacj5040024,10.3390/aquacj5040024,Aquaculture,env_housing,Y,Four facility types described: wooden/galvanized iron racks with/without hemp/HDPE cloth covers; suspended in seawater via socks; dimensions and substrate detailed.
10-3390-aquacj5040024,10.3390/aquacj5040024,Aquaculture,env_acclimation,N,No acclimation period before air exposure treatment described; mussels transferred directly from farm to experimental facilities.
10-3390-aquacj5040024,10.3390/aquacj5040024,Aquaculture,env_field,Y,"Study site: Mar Piccolo, Taranto, Mediterranean Sea, coordinates provided; temperature monitored; air exposure procedure ('sciorinatura') described; ~24h exposure cycle."
10-3390-aquacj5040024,10.3390/aquacj5040024,Aquaculture,health_monitoring,Y,"Condition index (CI) calculated from shell length, dry flesh weight, dry shell weight; measurements performed post-exposure; physical condition assessed."
10-3390-aquacj5040024,10.3390/aquacj5040024,Aquaculture,health_injury,N,"No explicit statement on injuries, mortality, or unexpected deaths during 24h air exposure or handling; silence on these events."
10-3390-aquacj5040024,10.3390/aquacj5040024,Aquaculture,fate_end,Y,Mussels oven-dried at 104°C for 48h for shell and flesh analysis; killing method implicit in drying protocol but not explicitly named as killing method.
10-3390-aquacj5040024,10.3390/aquacj5040024,Aquaculture,behaviour_general,Y,Species-typical behaviour noted: mussels close valves during air exposure to prevent water loss; no refugia or enrichment provided beyond natural sock structure.
10-3390-aquacj5040024,10.3390/aquacj5040024,Aquaculture,affect_indicators,Y,Condition index used as physiological indicator of stress and nutritional status; metabolic impacts of air exposure and thermal stress discussed in results/discussion.
10-3390-aquacj6010007,10.3390/aquacj6010007,Aquaculture,_eligibility,Y,Empirical study using live Octopus mimus (mollusc cephalopod) females for transcriptomic analysis of spawning regulation.
10-3390-aquacj6010007,10.3390/aquacj6010007,Aquaculture,subjects_taxon,Y,"Octopus mimus, females, identified to species; life stage (reproductive females) specified."
10-3390-aquacj6010007,10.3390/aquacj6010007,Aquaculture,subjects_source,Y,"Wild-collected off Vila Vila coast, southern Peru (−18.1154453, −70.7242811), October-November 2023."
10-3390-aquacj6010007,10.3390/aquacj6010007,Aquaculture,subjects_n,Y,30 individuals captured; N=10 females per treatment group (20 total females analysed); no attrition reported.
10-3390-aquacj6010007,10.3390/aquacj6010007,Aquaculture,proc_handling,Y,Captured by artisanal fishing; transported in 150L tanks at 15°C; distributed into 500L circular tanks; described handling and housing.
10-3390-aquacj6010007,10.3390/aquacj6010007,Aquaculture,proc_anaesthesia,Y,"Anaesthetised with 1.5% magnesium chloride for 10min, then 3.5% for 15min; vena cava severed after anaesthesia for tissue collection; humane euthanasia stated."
10-3390-aquacj6010007,10.3390/aquacj6010007,Aquaculture,proc_biosecurity,N,No mention of escape prevention measures or contaminated material disposal; native species with no stated biosecurity risk.
10-3390-aquacj6010007,10.3390/aquacj6010007,Aquaculture,ethics_review,Y,"Protocol approved by Ethics Committee of Universidad Nacional Jorge Basadre Grohhmann, registration 2023-012-CEIUNJBG, approved 30 January 2023."
10-3390-aquacj6010007,10.3390/aquacj6010007,Aquaculture,ethics_endpoints,N,No predefined humane endpoints or anticipated non-target impacts discussed; no mention of monitoring for mortality or injury.
10-3390-aquacj6010007,10.3390/aquacj6010007,Aquaculture,ethics_statement,Y,"Experimental design conducted in accordance with 3Rs principles (Replacement, Reduction, Refinement), employing minimum animals necessary for scientific validity."
10-3390-aquacj6010007,10.3390/aquacj6010007,Aquaculture,nutrition_diet,Y,Fed ad libitum every two days with crab (Platyxanthus orbigny) and 'muy muy' (Emerita analoga); feeding procedures remained constant throughout.
10-3390-aquacj6010007,10.3390/aquacj6010007,Aquaculture,env_housing,Y,"500L circular tanks, PVC tube shelters (25×50×20cm), seawater flow-through, 18±1°C, 35PSU, semi-darkness (<100lx) or artificial light (500lx, 24:0); natural photoperiod control."
10-3390-aquacj6010007,10.3390/aquacj6010007,Aquaculture,env_acclimation,Y,15-day acclimation period after arrival before separation by sex and photoperiod treatment assignment.
10-3390-aquacj6010007,10.3390/aquacj6010007,Aquaculture,env_field,NA,No field procedures; pure aquaculture laboratory study with captive holding.
10-3390-aquacj6010007,10.3390/aquacj6010007,Aquaculture,health_monitoring,Y,Monitoring conducted to observe whether females ceased feeding or initiated spawning; physical/chemical parameters monitored throughout.
10-3390-aquacj6010007,10.3390/aquacj6010007,Aquaculture,health_injury,N,"No statement regarding injuries, unexpected deaths, or health conditions; silence on welfare events."
10-3390-aquacj6010007,10.3390/aquacj6010007,Aquaculture,fate_end,Y,"Specific killing method stated: vena cava severed following anaesthesia (1.5% magnesium chloride 10min, then 3.5% for 15min) to ensure humane euthanasia prior to tissue collection."
10-3390-aquacj6010007,10.3390/aquacj6010007,Aquaculture,behaviour_general,Y,Shelters provided for refugia; egg-caring behaviour (females tending egg clusters) observed and monitored; disturbance during sampling minimised by anaesthesia.
10-3390-aquacj6010007,10.3390/aquacj6010007,Aquaculture,affect_indicators,N,No behavioural or physiological stress/pain/distress indicators monitored; no precautionary welfare measures for affective state assessment described.
10-3390-aquacj6020012,10.3390/aquacj6020012,Aquaculture,_eligibility,Y,"Empirical study using live Manila clams (Ruditapes philippinarum, bivalve molluscs) in aquaculture rearing systems."
10-3390-aquacj6020012,10.3390/aquacj6020012,Aquaculture,subjects_taxon,Y,"Manila clam (Ruditapes philippinarum); seed material 1.34 mg mean weight, 1.68 mm length at stocking."
10-3390-aquacj6020012,10.3390/aquacj6020012,Aquaculture,subjects_source,Y,"Seed purchased from Naturadulls Srl (Goro, Italy) on 8 September 2025; commercial supplier named."
10-3390-aquacj6020012,10.3390/aquacj6020012,Aquaculture,subjects_n,Y,"Upwelling: ~258,000 individuals per replicate (V,R series). Flat-bottom: ~230,436 per tank (G1-G4). Mortality recorded: 17.6% (upwelling V), 16% (R), 18.3-29.9% (flat-bottom)."
10-3390-aquacj6020012,10.3390/aquacj6020012,Aquaculture,proc_handling,Y,Stocking into upwelling units (initial ~216 ind./cm²) and flat-bottom tanks (~30 ind./cm²); periodic grading and redistribution; no capture/restraint described as invasive.
10-3390-aquacj6020012,10.3390/aquacj6020012,Aquaculture,proc_anaesthesia,NA,"No invasive procedures (surgery, injection, dissection) reported; standard rearing practices only."
10-3390-aquacj6020012,10.3390/aquacj6020012,Aquaculture,proc_biosecurity,Y,"Open-flow circuits drawing water from Sacca degli Scardovari; no explicit escape prevention or disposal protocols stated, but facility is commercial aquaculture setting."
10-3390-aquacj6020012,10.3390/aquacj6020012,Aquaculture,ethics_review,Y,Institutional Review Board Statement: study conducted under Directive 2010/63/EU; notes bivalves not covered by regulation requiring ethical approval; standard aquaculture practices applied.
10-3390-aquacj6020012,10.3390/aquacj6020012,Aquaculture,ethics_endpoints,N,"No predefined humane endpoints or criteria for intervention (e.g., stress indicators, maximum stocking density limits) stated; no field work."
10-3390-aquacj6020012,10.3390/aquacj6020012,Aquaculture,ethics_statement,Y,IRB statement engages with regulatory context and welfare reasoning: 'No experimental manipulations affecting animal physiology or procedures likely to cause harm or distress were involved.'
10-3390-aquacj6020012,10.3390/aquacj6020012,Aquaculture,nutrition_diet,Y,Fed using lagoon water (Sacca degli Scardovari); phytoplankton (chlorophyll-a) primary food source; water exchange rates set to ensure adequate feeding (≥15–20 mL/min/g biomass); no fasting described.
10-3390-aquacj6020012,10.3390/aquacj6020012,Aquaculture,env_housing,Y,"Upwelling: PVC cylindrical units (39 cm diameter); flat-bottom: circular tanks (100 cm diameter, 65 cm height, ~500 L). Sand substrate tested in 2 of 4 tanks; water flow rates, temperature (13–25.8°C)"
10-3390-aquacj6020012,10.3390/aquacj6020012,Aquaculture,env_acclimation,N,No explicit acclimation period or gradual conditioning described; clams stocked directly into experimental systems.
10-3390-aquacj6020012,10.3390/aquacj6020012,Aquaculture,env_field,Y,"Field site: Sacca degli Scardovari (Po River Delta, Italy); water drawn from natural lagoon; environmental parameters monitored continuously (temperature, salinity, DO, chlorophyll-a) via ARPAV buoy."
10-3390-aquacj6020012,10.3390/aquacj6020012,Aquaculture,health_monitoring,Y,"Water quality checked Monday–Friday (dissolved oxygen, temperature); salinity measured weekly; visual inspection after electrical failure event (days 18–20); no disease screening reported."
10-3390-aquacj6020012,10.3390/aquacj6020012,Aquaculture,health_injury,Y,Electrical failure (days 18–20) caused 'severe stress and temporary slowdown in growth'; visual inspection found no significant mortality at that time; final mortality recorded (17.6–29.9% range depen
10-3390-aquacj6020012,10.3390/aquacj6020012,Aquaculture,fate_end,N,No explicit killing method stated. Clams were harvested and weighed; final grading performed to estimate mean weight and number; no statement of how clams were killed or preserved.
10-3390-aquacj6020012,10.3390/aquacj6020012,Aquaculture,behaviour_general,Y,Clams observed to form byssal aggregates over time despite even seeding; presence/absence of sand substrate tested; discussion notes clams on sand 'markedly cleaner' with less microfouling film.
10-3390-aquacj6020012,10.3390/aquacj6020012,Aquaculture,affect_indicators,Y,Electrical failure event described as causing 'severe stress'; visual inspection conducted post-event; growth slowdown and temporary behavioral changes noted; dissolved oxygen maintained above 3 mg/L 
10-3390-aquacj6020014,10.3390/aquacj6020014,Aquaculture,_eligibility,Y,Empirical study using live Pacific oysters (Magallana gigas) in field cultivation sites over 8 months.
10-3390-aquacj6020014,10.3390/aquacj6020014,Aquaculture,subjects_taxon,Y,"Pacific oyster, Magallana gigas (Crassostrea gigas); spat (juveniles); no sex specified for oysters."
10-3390-aquacj6020014,10.3390/aquacj6020014,Aquaculture,subjects_source,Y,"5000 spat obtained from Marine Species Reproduction Center of Sonora, Mexico; initial shell height 5.0±0.1 mm."
10-3390-aquacj6020014,10.3390/aquacj6020014,Aquaculture,subjects_n,Y,5000 spat per site; 50 oysters sampled monthly; 30 oysters per site for condition index. No attrition reported.
10-3390-aquacj6020014,10.3390/aquacj6020014,Aquaculture,proc_handling,Y,"Oysters cultured using suspended trays; sampling involved washing with distilled water, drying with absorbent paper; measured monthly."
10-3390-aquacj6020014,10.3390/aquacj6020014,Aquaculture,proc_anaesthesia,NA,No invasive procedures performed; oysters measured non-invasively; tissue sampling for condition index was destructive but post-hoc.
10-3390-aquacj6020014,10.3390/aquacj6020014,Aquaculture,proc_biosecurity,N,No mention of escape prevention measures or disposal of contaminated material.
10-3390-aquacj6020014,10.3390/aquacj6020014,Aquaculture,ethics_review,Y,Institutional Review Board statement: ethical review waived because invertebrate species not subject to ethical approval under current guidelines.
10-3390-aquacj6020014,10.3390/aquacj6020014,Aquaculture,ethics_statement,Y,IRB statement notes procedures followed standard aquaculture practices 'conducted with care to minimize stress during handling'.
10-3390-aquacj6020014,10.3390/aquacj6020014,Aquaculture,nutrition_diet,N,"Oysters were filter-feeders; natural food availability (phytoplankton) monitored via chlorophyll-a, but no controlled diet or feeding regimen described."
10-3390-aquacj6020014,10.3390/aquacj6020014,Aquaculture,env_housing,Y,Field cultivation in coastal lagoon using traditional suspended tray system; two sites (EZ and FZ) established; temperature and environmental variables monitored monthly.
10-3390-aquacj6020014,10.3390/aquacj6020014,Aquaculture,env_acclimation,N,No acclimation period described; spat seeded directly on 4 April 2022; culture extended until 21 December 2022.
10-3390-aquacj6020014,10.3390/aquacj6020014,Aquaculture,env_field,Y,"Two coastal lagoon sites in Los Melagos, Sonora, Mexico; EZ near shrimp farm discharge, FZ reference area; water temperature, chlorophyll-a, seasonality documented."
10-3390-aquacj6020014,10.3390/aquacj6020014,Aquaculture,health_monitoring,Y,"Monthly sampling of shell height, length, total weight; condition index calculated; environmental variables monitored; survival recorded (90% EZ, 94% FZ)."
10-3390-aquacj6020014,10.3390/aquacj6020014,Aquaculture,health_injury,Y,"Survival rates reported (90% in EZ, 94% in FZ); no mention of injuries or unexpected deaths; no disease screening performed."
